mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.22205281257629395,0.02226662945642942,0.043764352798461914,0.026069047361313626,,1,200,"{'max_depth': None, 'min_samples_leaf': 1, 'n_estimators': 200}",0.5357142857142857,0.5357142857142857,0.5569230769230769,0.5569230769230769,0.5569230769230769,0.5484395604395604,0.010390143304552795,11
0.5571532249450684,0.038351068332417415,0.04432821273803711,0.014537026835357915,,1,500,"{'max_depth': None, 'min_samples_leaf': 1, 'n_estimators': 500}",0.5357142857142857,0.5255102040816326,0.5953846153846154,0.5569230769230769,0.5953846153846154,0.5617833594976451,0.02924739151727687,1
0.2404254913330078,0.04575198939468232,0.02492690086364746,0.008274768774545001,,2,200,"{'max_depth': None, 'min_samples_leaf': 2, 'n_estimators': 200}",0.5357142857142857,0.5,0.5953846153846154,0.6153846153846154,0.5569230769230769,0.5606813186813187,0.04127098018094559,2
0.5094592094421386,0.01984248142838388,0.04767909049987793,0.0075925444577614395,,2,500,"{'max_depth': None, 'min_samples_leaf': 2, 'n_estimators': 500}",0.5357142857142857,0.5,0.5953846153846154,0.5769230769230769,0.5569230769230769,0.552989010989011,0.03314198267421291,6
0.1949777603149414,0.023203322483199208,0.032126331329345705,0.00980550854119046,,4,200,"{'max_depth': None, 'min_samples_leaf': 4, 'n_estimators': 200}",0.5357142857142857,0.5,0.5669230769230769,0.5769230769230769,0.5669230769230769,0.5492967032967032,0.028281589903976008,8
0.4720024108886719,0.03936213888611493,0.04875364303588867,0.008180015034867623,,4,500,"{'max_depth': None, 'min_samples_leaf': 4, 'n_estimators': 500}",0.5357142857142857,0.5,0.5669230769230769,0.5384615384615384,0.5669230769230769,0.5416043956043955,0.0247288007253846,14
0.20699901580810548,0.03717173253383081,0.028324317932128907,0.007777059816939631,5,1,200,"{'max_depth': 5, 'min_samples_leaf': 1, 'n_estimators': 200}",0.5357142857142857,0.5,0.5669230769230769,0.5384615384615384,0.5669230769230769,0.5416043956043955,0.0247288007253846,14
0.4542243480682373,0.04861477034797436,0.040964269638061525,0.005458372582108622,5,1,500,"{'max_depth': 5, 'min_samples_leaf': 1, 'n_estimators': 500}",0.5357142857142857,0.5357142857142857,0.5669230769230769,0.5384615384615384,0.5669230769230769,0.5487472527472528,0.014874364165725568,10
0.18856501579284668,0.012662577935940927,0.029482507705688478,0.013842939468980756,5,2,200,"{'max_depth': 5, 'min_samples_leaf': 2, 'n_estimators': 200}",0.5357142857142857,0.5,0.6053846153846154,0.5384615384615384,0.5569230769230769,0.5472967032967032,0.034397858297812556,12
0.46035032272338866,0.014515090339733519,0.047876405715942386,0.008625611919279826,5,2,500,"{'max_depth': 5, 'min_samples_leaf': 2, 'n_estimators': 500}",0.5357142857142857,0.5,0.6053846153846154,0.5384615384615384,0.5569230769230769,0.5472967032967032,0.034397858297812556,12
0.20286331176757813,0.029926189969065795,0.024847745895385742,0.0046535557381874515,5,4,200,"{'max_depth': 5, 'min_samples_leaf': 4, 'n_estimators': 200}",0.5357142857142857,0.5,0.5284615384615384,0.5384615384615384,0.5569230769230769,0.5319120879120879,0.018510479347407835,17
0.4360044956207275,0.025244860712263634,0.044626712799072266,0.006382457480570016,5,4,500,"{'max_depth': 5, 'min_samples_leaf': 4, 'n_estimators': 500}",0.5357142857142857,0.5,0.5284615384615384,0.5384615384615384,0.5569230769230769,0.5319120879120879,0.018510479347407835,17
0.21080584526062013,0.03138685510030412,0.04818110466003418,0.024578711971291627,10,1,200,"{'max_depth': 10, 'min_samples_leaf': 1, 'n_estimators': 200}",0.5257142857142857,0.5357142857142857,0.5953846153846154,0.5569230769230769,0.5569230769230769,0.5541318681318682,0.023933813659756865,5
0.49599447250366213,0.041032186653151975,0.050151824951171875,0.008497514272039859,10,1,500,"{'max_depth': 10, 'min_samples_leaf': 1, 'n_estimators': 500}",0.5257142857142857,0.5255102040816326,0.5953846153846154,0.5569230769230769,0.5569230769230769,0.5520910518053375,0.025781019514374347,7
0.2176530361175537,0.03086224162053312,0.03686518669128418,0.011506054105344733,10,2,200,"{'max_depth': 10, 'min_samples_leaf': 2, 'n_estimators': 200}",0.5357142857142857,0.5,0.5953846153846154,0.6153846153846154,0.5569230769230769,0.5606813186813187,0.04127098018094559,2
0.47193403244018556,0.03871775020544053,0.04092297554016113,0.00471982249988411,10,2,500,"{'max_depth': 10, 'min_samples_leaf': 2, 'n_estimators': 500}",0.5357142857142857,0.5357142857142857,0.5953846153846154,0.5769230769230769,0.5569230769230769,0.5601318681318681,0.023355658349943912,4
0.2188436508178711,0.03525681781112014,0.02508406639099121,0.004880257445113009,10,4,200,"{'max_depth': 10, 'min_samples_leaf': 4, 'n_estimators': 200}",0.5357142857142857,0.5,0.5669230769230769,0.5769230769230769,0.5669230769230769,0.5492967032967032,0.028281589903976008,8
0.3772477149963379,0.04403285997884556,0.03460297584533691,0.005689113907177795,10,4,500,"{'max_depth': 10, 'min_samples_leaf': 4, 'n_estimators': 500}",0.5357142857142857,0.5,0.5669230769230769,0.5384615384615384,0.5669230769230769,0.5416043956043955,0.0247288007253846,14
