mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.006191062927246094,0.003401445042894825,0.0010876655578613281,0.0001762181379083833,0.01,{'clf__C': 0.01},0.7328571428571429,0.8367346938775511,0.6276923076923078,0.5392307692307692,0.6561538461538461,0.6785337519623234,0.10046850497398846,1
0.008229827880859375,0.0026393436566713394,0.0014285564422607422,0.00034907067312432824,0.1,{'clf__C': 0.1},0.7585714285714286,0.7806122448979591,0.6192307692307693,0.5392307692307692,0.6276923076923078,0.6650675039246468,0.09102347656529164,4
0.0059053897857666016,0.00245138991767458,0.0011751651763916016,0.0005348301094537988,1.0,{'clf__C': 1.0},0.7485714285714286,0.7704081632653061,0.5907692307692307,0.5876923076923077,0.6376923076923078,0.6670266875981161,0.0778548954055391,3
0.006728601455688476,0.0013254511212894423,0.0015693187713623046,0.0010474627966539658,10.0,{'clf__C': 10.0},0.7385714285714285,0.7704081632653061,0.5907692307692307,0.6161538461538462,0.6376923076923078,0.6707189952904239,0.07071345749526357,2
